0 - 00,0,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
0 - 30,30,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
0 - 45,45,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
0 - 60,60,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
45,45,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
48 Last,48,33,34,50,0,0,1,1,4,0,0,1010,10,60,0.0065
48,48,0,0,0,0,0,1,0,0,0,0,1010,10,60,0.0065
49,49,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
50,50,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
51,51,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
52,52,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
53,53,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
54,54,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
55,55,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
56,56,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
57,57,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
58,58,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
59,59,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
60,60,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
61,61,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
62,62,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
63,63,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
64,64,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
65,65,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
70,70,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
75,75,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
80,80,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
85,85,0,0,0,0,0,1,1,0,0,0,1010,10,60,0.0065
AFGHANISTAN Kabul,34,31,43,69,10,18,1,1,4.5,1800,0,1010,10,60,0.0065
AFGHANISTAN Kandahar,31,30,0,65,51,0,1,1,4.5,0,0,1010,10,60,0.0065
AFGHANISTAN Mazar-i-sharif,36,42,0,67,13,0,1,1,4.5,0,0,1010,10,60,0.0065
ALBANIA Tirana,41,19,48,19,49,12,1,1,1,120,0,1010,10,60,0.0065
ALGERIA Algiers,36,45,48,3,3,2,1,1,1,131,0,998,22,60,0.0065
ALGERIA Annaba,36,49,0,7,49,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA Bechar,31,39,0,2,16,0,1,0,1,0,0,1010,10,60,0.0065
ALGERIA Beni Isguen,32,28,19,3,41,50,1,1,1,488,0,1010,10,60,0.0065
ALGERIA Biskra,34,48,0,5,44,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA Constantine,36,17,0,6,38,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA Djanet,24,28,0,9,29,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA Ghardaia,32,23,0,3,48,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA Hassi Messaoud,31,40,0,6,9,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA In Amenas,28,3,0,9,38,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA Oran,35,33,0,0,32,0,1,0,1,0,0,1010,10,60,0.0065
ALGERIA Tamanrasset,22,49,0,5,28,0,1,1,1,0,0,1010,10,60,0.0065
ALGERIA Tilimsen,35,1,0,1,28,0,1,0,1,0,0,1010,10,60,0.0065
ANGOLA Huambo,12,48,0,15,45,0,0,1,1,0,0,1010,10,60,0.0065
ANGOLA Luanda,8,51,0,13,14,0,0,1,1,0,0,1010,10,60,0.0065
ARGENTINA Bahia Blanca,38,44,0,62,9,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Catamarca,28,27,0,65,47,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Comodoro Riva,45,47,0,67,28,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Cordoba,31,19,0,64,12,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Corrientes,27,27,0,58,46,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Iguazu,25,45,0,54,28,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Jujuy,24,14,0,65,15,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA La Rioja,29,23,0,66,47,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Mar Del Plata,37,56,0,57,34,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Mendoza,32,50,0,68,47,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Neuquen,38,57,0,68,9,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Parana,31,48,0,60,29,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Paso Libres,29,41,0,57,9,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Posadas,27,23,0,55,58,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Rio Gallegos,51,37,0,69,20,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Rosario,32,54,0,60,47,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Salta,24,51,0,65,28,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA San Juan,31,34,0,68,25,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA San Luis,33,16,0,66,22,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA San Rafael,34,35,0,68,24,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Santa Fe,31,28,0,60,51,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Santa Rosa,36,34,0,64,16,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Trelew,43,14,0,65,19,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Tucuman,26,50,0,65,12,0,0,0,-3,0,0,1010,10,60,0.0065
ARGENTINA Viedma,40,51,0,63,1,0,0,0,-3,0,0,1010,10,60,0.0065
ARUBA Aruba,12,30,0,70,1,0,1,0,-4,0,0,1010,10,60,0.0065
AUSTRALIA  Alice Springs,23,48,0,133,53,0,0,1,9,0,0,1010,10,60,0.0065
AUSTRALIA  Meekatharra,26,37,0,118,33,0,0,1,8,0,0,1010,10,60,0.0065
AUSTRALIA Adelaide,34,57,0,138,32,0,0,1,9,0,0,1010,10,60,0.0065
AUSTRALIA Avalon,38,2,0,144,28,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Cairns,16,53,0,145,45,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Canberra,35,19,0,149,12,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Cowra,33,51,0,148,39,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Cunnamulla,28,2,0,145,37,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Darwin,12,25,0,130,52,0,0,1,9,0,0,1010,10,60,0.0065
AUSTRALIA Dubbo,32,13,0,148,35,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Geraldton,28,48,0,114,42,0,0,1,8,0,0,1010,10,60,0.0065
AUSTRALIA Hobart,42,50,0,147,31,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Launceston,41,33,0,147,13,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Learmonth,22,14,0,114,5,0,0,1,8,0,0,1010,10,60,0.0065
AUSTRALIA Mackay,21,10,0,149,11,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Melbourne,37,40,0,144,50,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Mount Isa,20,39,0,139,29,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Newcastle,32,48,0,151,50,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Perth,31,56,0,115,58,0,0,1,8,0,0,1010,10,60,0.0065
AUSTRALIA Richmond,20,42,0,143,7,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Sydney,33,57,0,151,11,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRALIA Townsville,19,15,0,146,50,0,0,1,10,0,0,1010,10,60,0.0065
AUSTRIA Graz,46,60,0,15,26,0,1,1,1,0,0,1010,10,60,0.0065
AUSTRIA Innsbruck,47,16,0,11,21,0,1,1,1,0,0,1010,10,60,0.0065
AUSTRIA Klagenfurt,46,39,0,14,21,0,1,1,1,0,0,1010,10,60,0.0065
AUSTRIA Linz,48,14,0,14,12,0,1,1,1,0,0,1010,10,60,0.0065
AUSTRIA Vienna,48,7,0,16,34,0,1,1,1,0,0,1010,10,60,0.0065
AZERBAIJAN Baku,40,24,59,49,49,25,1,1,4,70,0,1010,10,60,0.0065
BAHAMAS Cat Cay,25,30,0,79,30,0,1,0,-5,0,0,1010,10,60,0.0065
BAHAMAS Freeport,26,33,0,78,42,0,1,0,-5,0,0,1010,10,60,0.0065
BAHAMAS Nassau,25,2,0,77,28,0,1,0,-5,0,0,1010,10,60,0.0065
BAHAMAS Rock Sound,24,54,0,76,11,0,1,0,-5,0,0,1010,10,60,0.0065
BAHAMAS West End,26,41,0,78,59,0,1,0,-5,0,0,1010,10,60,0.0065
BAHRAIN Hawar,26,39,39,50,44,32,1,1,3,10,0,1010,10,60,0.0065
BAHRAIN Manamah,26,13,29,50,33,43,1,1,3,10,0,1010,10,60,0.0065
BANGLADESH Chittagong,22,15,0,91,50,0,1,1,6,0,0,1010,10,60,0.0065
BANGLADESH Dhaka,23,46,10,90,20,16,1,1,6,10,0,1010,10,60,0.0065
BARBADOS Bridgetown,13,4,0,59,30,0,1,0,-4,0,0,1010,10,60,0.0065
BELARUS Gomel,52,25,31,30,57,38,1,1,2,150,0,1010,10,60,0.0065
BELARUS Hrodna,53,40,43,23,50,13,1,1,2,150,0,1010,10,60,0.0065
BELARUS Magilev,53,54,39,30,20,32,1,1,2,200,0,1010,10,60,0.0065
BELARUS Minsk,53,54,8,27,28,9,1,1,2,250,0,1010,10,60,0.0065
BELARUS Vicebsk,55,11,15,30,12,13,1,1,2,200,0,1010,10,60,0.0065
BELGIUM Aalst,50,56,15,4,2,28,1,1,1,50,0,1010,10,60,0.0065
BELGIUM Antwerp,51,13,14,4,23,59,1,1,1,50,0,1010,10,60,0.0065
BELGIUM Bruges,51,12,34,3,13,31,1,1,1,50,0,1010,10,60,0.0065
BELGIUM Brussels,50,50,47,4,21,17,1,1,1,50,0,1010,10,60,0.0065
BELGIUM Charleroi,50,24,41,4,26,39,1,1,1,150,0,1010,10,60,0.0065
BELGIUM Genk,50,57,49,5,30,1,1,1,1,100,0,1010,10,60,0.0065
BELGIUM Gent,51,3,13,3,43,15,1,1,1,50,0,1010,10,60,0.0065
