Manokwari,0,51,46,134,4,22,0,1,9,10,0,1010,10,60,0.0065
Waisai,0,25,27,130,49,13,0,1,9,10,0,1010,10,60,0.0065
Sorong,0,52,56,131,16,56,0,1,9,10,0,1010,10,60,0.0065
Aimas,1,0,25,131,20,10,0,1,9,10,0,1010,10,60,0.0065
Teminabuan,1,26,35,132,0,44,0,1,9,10,0,1010,10,60,0.0065
Fef,0,30,7,132,5,6,0,1,9,10,0,1010,10,60,0.0065
Fakfak,2,55,56,132,17,46,0,1,9,10,0,1010,10,60,0.0065
Kumurkek,1,9,31,132,27,56,0,1,9,10,0,1010,10,60,0.0065
Bintuni,2,6,40,133,31,26,0,1,9,10,0,1010,10,60,0.0065
Kaimana,3,37,27,133,42,19,0,1,9,10,0,1010,10,60,0.0065
Anggi,1,23,37,133,52,26,0,1,9,10,0,1010,10,60,0.0065
Ransiki,1,30,41,134,11,36,0,1,9,10,0,1010,10,60,0.0065
Rasiei,2,48,48,134,31,56,0,1,9,10,0,1010,10,60,0.0065
