Sofifi,0,44,12,127,33,35,1,1,9,10,0,1010,10,60,0.0065
Bobong,1,56,56,124,23,3,0,1,9,10,0,1010,10,60,0.0065
Sanana,2,3,46,125,58,49,0,1,9,10,0,1010,10,60,0.0065
Ternate,0,47,55,127,23,8,1,1,9,10,0,1010,10,60,0.0065
Soa-Siu,0,39,7,127,26,42,1,1,9,10,0,1010,10,60,0.0065
Jailolo,1,3,57,127,28,2,1,1,9,10,0,1010,10,60,0.0065
Labuha,0,37,29,127,28,38,0,1,9,10,0,1010,10,60,0.0065
Weda,0,19,52,127,52,41,1,1,9,10,0,1010,10,60,0.0065
Tobelo,1,43,34,128,0,36,1,1,9,10,0,1010,10,60,0.0065
Maba,0,41,40,128,17,42,1,1,9,10,0,1010,10,60,0.0065
Daruba,2,2,44,128,21,45,1,1,9,10,0,1010,10,60,0.0065
