Aileu,8,42,16,125,36,34,0,1,9,10,0,1010,10,60,0.0065
Ainaro,8,57,30,125,30,29,0,1,9,10,0,1010,10,60,0.0065
Atauro,8,9,28,125,38,17,0,1,9,10,0,1010,10,60,0.0065
Baucau,8,33,16,126,28,45,0,1,9,10,0,1010,10,60,0.0065
Bobonaro,8,57,56,125,15,32,0,1,9,10,0,1010,10,60,0.0065
Cova Lima,9,15,54,125,15,32,0,1,9,10,0,1010,10,60,0.0065
Dili,8,14,42,125,35,16,0,1,9,10,0,1010,10,60,0.0065
Ermera,8,45,9,125,23,55,0,1,9,10,0,1010,10,60,0.0065
Lautem,8,21,51,126,54,16,0,1,9,10,0,1010,10,60,0.0065
Liquica,8,40,3,125,15,32,0,1,9,10,0,1010,10,60,0.0065
Manatuto,8,30,56,126,0,57,0,1,9,10,0,1010,10,60,0.0065
Manufahi,9,0,52,125,49,41,0,1,9,10,0,1010,10,60,0.0065
Oecusse-Ambeno,9,19,1,124,17,31,0,1,9,10,0,1010,10,60,0.0065
Viqueque,8,51,35,126,21,48,0,1,9,10,0,1010,10,60,0.0065
