Singapore,1,21,0,103,59,0,1,1,8,0,0,1010,10,60,0.0065
Bedok,1,19,25,103,55,39,1,1,8,10,0,1010,10,60,0.0065
Jurong West,1,21,7,103,42,10,1,1,8,10,0,1010,10,60,0.0065
Tampines,1,20,59,103,57,24,1,1,8,10,0,1010,10,60,0.0065
Woodland,1,24,44,103,46,9,1,1,8,10,0,1010,10,60,0.0065
Hougang,1,22,17,103,53,33,1,1,8,10,0,1010,10,60,0.0065
Choa Chu Kang,1,23,6,103,44,0,1,1,8,10,0,1010,10,60,0.0065
Pasir Ris,1,22,21,103,56,58,1,1,8,10,0,1010,10,60,0.0065
